"imdb_title_id","title","original_title","year","date_published","genre","duration","country","language_1","language_2","language_3","director","writer","actors","actors_1","actors_f2","description","desc35","avg_vote","votes","usa_gross_income","worlwide_gross_income","reviews_from_users","budget","profit"
"tt0035423","Kate & Leopold","Kate & Leopold",2001,"2002-03-01","Comedy, Fantasy, Romance",118,"USA","English","French","","James Mangold","Steven Rogers, James Mangold","Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer, Natasha Lyonne, Bradley Whitford, Paxton Whitehead, Spalding Gray, Josh Stamberg, Matthew Sussman, Charlotte Ayanna, Philip Bosco, Andrew Jack, Stan Tracy, Kristen Schaal","Meg Ryan","Meg Ryan, Hugh Jackman","An English Duke from 1876 is inadvertedly dragged to modern day New York where he falls for a plucky advertising executive.","An English Duke from 1876 is inadvertedly",6.4,77852,47.121859,76.019048,341,48,28.019048
"tt0120630","Galline in fuga","Chicken Run",2000,"2000-12-15","Animation, Adventure, Comedy",84,"UK, USA, France","English","","","Peter Lord, Nick Park","Peter Lord, Nick Park","Phil Daniels, Lynn Ferguson, Mel Gibson, Tony Haygarth, Jane Horrocks, Miranda Richardson, Julia Sawalha, Timothy Spall, Imelda Staunton, Benjamin Whitrow","Phil Daniels","Phil Daniels, Lynn Ferguson","When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners.","When a cockerel apparently flies",7,173987,106.834564,224.834564,393,45,179.834564
"tt0120679","Frida","Frida",2002,"2003-01-17","Biography, Drama, Romance",123,"Mexico, USA, Canada","English","French","Russian","Julie Taymor","Hayden Herrera, Clancy Sigal","Salma Hayek, Mía Maestro, Amelia Zapata, Alejandro Usigli, Diego Luna, Alfred Molina, Lucia Bravo, Valeria Golino, Patricia Reyes Spíndola, Loló Navarro, Roger Rees, Fermín Martínez, Roberto Medina, Ashley Judd, Antonio Banderas","Salma Hayek","Salma Hayek, Mía Maestro","A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work","A biography of artist Frida Kahlo,",7.4,79690,25.885,56.298474,297,12,44.298474
"tt0120681","La vera storia di Jack lo Squartatore","From Hell",2001,"2001-12-21","Horror, Mystery, Thriller",122,"USA, Czech Republic, UK","English","","","Albert Hughes, Allen Hughes","Alan Moore, Eddie Campbell","Johnny Depp, Heather Graham, Ian Holm, Robbie Coltrane, Ian Richardson, Jason Flemyng, Katrin Cartlidge, Terence Harvey, Susan Lynch, Paul Rhys, Lesley Sharp, Estelle Skornik, Nicholas McGaughey, Annabelle Apsion, Joanna Page","Johnny Depp","Johnny Depp, Heather Graham","In Victorian-era London, a troubled clairvoyant police detective investigates the murders of Jack the Ripper.","In Victorian-era London, a troubled",6.8,144714,31.602566,74.558115,556,35,39.558115
"tt0120737","Il Signore degli Anelli - La compagnia dell'Anello","The Lord of the Rings: The Fellowship of the Ring",2001,"2002-01-18","Action, Adventure, Drama",178,"New Zealand, USA","English","Sindarin","","Peter Jackson","J.R.R. Tolkien, Fran Walsh","Alan Howard, Noel Appleby, Sean Astin, Sala Baker, Sean Bean, Cate Blanchett, Orlando Bloom, Billy Boyd, Marton Csokas, Megan Edwards, Michael Elsworth, Mark Ferguson, Ian Holm, Christopher Lee, Lawrence Makoare","Alan Howard","Alan Howard, Noel Appleby","A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.","A meek Hobbit from the Shire and",8.8,1619920,315.54475,887.934303,5392,93,794.934303
"tt0120755","Mission: Impossible II","Mission: Impossible II",2000,"2000-07-07","Action, Adventure, Thriller",123,"USA, Germany","English","","","John Woo","Bruce Geller, Ronald D. Moore","Tom Cruise, Dougray Scott, Thandie Newton, Ving Rhames, Richard Roxburgh, John Polson, Brendan Gleeson, Rade Serbedzija, William Mapother, Dominic Purcell, Mathew Wilkinson, Nicholas Bell, Cristina Brogeras, Kee Chan, Kim Fleming","Tom Cruise","Tom Cruise, Dougray Scott","IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera"".","IMF agent Ethan Hunt is sent to",6.1,308586,215.409889,546.388108,1501,125,421.388108
"tt0120804","Resident Evil","Resident Evil",2002,"2002-07-05","Action, Horror, Sci-Fi",100,"UK, Germany, USA","English","","","Paul W.S. Anderson","Paul W.S. Anderson","Ryan McCluskey, Oscar Pearce, Indra Ové, Anna Bolt, Joseph May, Robert Tannion, Heike Makatsch, Jaymes Butler, Stephen Billington, Fiona Glascott, Milla Jovovich, Eric Mabius, Colin Salmon, Martin Crewes, Pasquale Aleardi","Ryan McCluskey","Ryan McCluskey, Oscar Pearce","A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.","A special military unit fights",6.7,243241,40.119709,102.984862,1178,33,69.984862
"tt0120903","X-Men","X-Men",2000,"2000-10-27","Action, Adventure, Sci-Fi",104,"USA","English","","","Bryan Singer","Tom DeSanto, Bryan Singer","Hugh Jackman, Patrick Stewart, Ian McKellen, Famke Janssen, James Marsden, Halle Berry, Anna Paquin, Tyler Mane, Ray Park, Rebecca Romijn, Bruce Davison, Matthew Sharp, Brett Morris, Rhona Shekter, Kenneth McGregor","Hugh Jackman","Hugh Jackman, Patrick Stewart","In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.","In a world where mutants (evolved",7.4,562022,157.299718,296.339528,1448,75,221.339528
"tt0120912","Men in Black II","Men in Black II",2002,"2002-09-13","Action, Adventure, Comedy",88,"USA","English","","","Barry Sonnenfeld","Lowell Cunningham, Robert Gordon","Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle, Johnny Knoxville, Rosario Dawson, Tony Shalhoub, Patrick Warburton, Jack Kehler, David Cross, Colombe Jacobsen-Derstine, Peter Spellos, Michael Rivkin, Michael Bailey Smith, Lenny Venito","Tommy Lee Jones","Tommy Lee Jones, Will Smith","Agent J is sent to find Agent K and restore his memory after the re-appearance of a case from K's past.","Agent J is sent to find Agent",6.2,337088,193.735288,445.135288,650,140,305.135288
"tt0120917","Le follie dell'imperatore","The Emperor's New Groove",2000,"2001-04-06","Animation, Adventure, Comedy",78,"USA","English","","","Mark Dindal","Chris Williams, Mark Dindal","David Spade, John Goodman, Eartha Kitt, Patrick Warburton, Wendie Malick, Kellyann Kelso, Eli Russell Linnetz, Stephen J. Anderson, Bob Bergen, Rodger Bumpass, Robert Clotworthy, Jennifer Darling, Patti Deutsch, John Fiedler, Miriam Flynn","David Spade","David Spade, John Goodman","Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.","Emperor Kuzco is turned into a",7.3,175207,89.302687,169.327687,330,100,69.327687
"tt0121164","La sposa cadavere","Corpse Bride",2005,"2005-10-28","Animation, Drama, Family",77,"USA, UK","English","","","Tim Burton, Mike Johnson","Tim Burton, Carlos Grangel","Johnny Depp, Helena Bonham Carter, Emily Watson, Tracey Ullman, Paul Whitehouse, Joanna Lumley, Albert Finney, Richard E. Grant, Christopher Lee, Michael Gough, Jane Horrocks, Enn Reitel, Deep Roy, Danny Elfman, Stephen Ballantyne","Johnny Depp","Johnny Depp, Helena Bonham Carter","When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.","When a shy groom practices his",7.3,237421,53.359111,118.090836,525,40,78.090836
"tt0121765","Star Wars: Episodio II - L'attacco dei cloni","Star Wars: Episode II - Attack of the Clones",2002,"2002-05-16","Action, Adventure, Fantasy",142,"USA","English","","","George Lucas","George Lucas, Jonathan Hales","Ewan McGregor, Natalie Portman, Hayden Christensen, Christopher Lee, Samuel L. Jackson, Frank Oz, Ian McDiarmid, Pernilla August, Temuera Morrison, Jimmy Smits, Jack Thompson, Leeanna Walsman, Ahmed Best, Rose Byrne, Oliver Ford Davies","Ewan McGregor","Ewan McGregor, Natalie Portman","Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi.","Ten years after initially meeting,",6.5,625761,310.67674,653.77997,3660,115,538.77997
"tt0121766","Star Wars: Episodio III - La vendetta dei Sith","Star Wars: Episode III - Revenge of the Sith",2005,"2005-05-20","Action, Adventure, Fantasy",140,"USA","English","","","George Lucas","George Lucas","Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Samuel L. Jackson, Jimmy Smits, Frank Oz, Anthony Daniels, Christopher Lee, Keisha Castle-Hughes, Silas Carson, Jay Laga'aia, Bruce Spence, Wayne Pygram, Temuera Morrison","Ewan McGregor","Ewan McGregor, Natalie Portman","Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy.","Three years into the Clone Wars,",7.5,694239,380.270577,868.39056,3569,113,755.39056
"tt0125022","Heartbreakers - Vizio di famiglia","Heartbreakers",2001,"2001-08-31","Comedy, Crime, Romance",123,"USA","English","Russian","","David Mirkin","Robert Dunn, Paul Guay","Sigourney Weaver, Jennifer Love Hewitt, Ray Liotta, Jason Lee, Anne Bancroft, Jeffrey Jones, Gene Hackman, Nora Dunn, Julio Oscar Mechoso, Ricky Jay, Sarah Silverman, Zach Galifianakis, Michael Hitchcock, Pierre Gonneau, Shawn Colvin","Sigourney Weaver","Sigourney Weaver, Jennifer Love Hewitt","A mother and daughter con team seduce and scam wealthy men.","A mother and daughter con team",6.2,50857,40.336607,57.756408,223,35,22.756408
"tt0126029","Shrek","Shrek",2001,"2001-06-15","Animation, Adventure, Comedy",90,"USA","English","","","Andrew Adamson, Vicky Jenson","William Steig, Ted Elliott","Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow, Vincent Cassel, Peter Dennis, Clive Pearse, Jim Cummings, Bobby Block, Chris Miller, Cody Cameron, Kathleen Freeman, Michael Galasso, Christopher Knights, Simon J. Smith","Mike Myers","Mike Myers, Eddie Murphy","A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.","A mean lord exiles fairytale creatures",7.8,600116,267.665011,487.769799,1071,60,427.769799
"tt0130623","Dinosauri","Dinosaur",2000,"2000-06-15","Animation, Adventure, Family",82,"USA","English","","","Eric Leighton, Ralph Zondag","Thom Enriquez, John Harrison","Alfre Woodard, Ossie Davis, Max Casella, Hayden Panettiere, D.B. Sweeney, Samuel E. Wright, Peter Siragusa, Julianna Margulies, Joan Plowright, Della Reese, Matt Adler, Sandina Bailo-Lape, Edie Lehmann Boddicker, Zachary Bostrom, Cathy Cavadini","Alfre Woodard","Alfre Woodard, Ossie Davis","An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.","An orphaned dinosaur raised by",6.5,51947,137.748063,349.822765,258,127.5,222.322765
"tt0134847","Pitch Black","Pitch Black",2000,"2000-11-24","Action, Horror, Sci-Fi",109,"USA, Australia","English","Arabic","","David Twohy","Jim Wheat, Ken Wheat","Vin Diesel, Radha Mitchell, Cole Hauser, Keith David, Lewis Fitz-Gerald, Claudia Black, Rhiana Griffith, John Moore, Simon Burke, Les Chantery, Sam Sari, Firass Dirani, Ric Anderson, Vic Wilson, Angela Moore","Vin Diesel","Vin Diesel, Radha Mitchell","A commercial transport ship and its crew are marooned on a planet full of bloodthirsty creatures that only come out to feast at night. But then, they learn that a month-long eclipse is about to occur.","A commercial transport ship and",7.1,222655,39.240659,53.187659,827,23,30.187659
"tt0138524","Prima ti sposo, poi ti rovino","Intolerable Cruelty",2003,"2003-10-17","Comedy, Crime, Romance",100,"USA","English","French","","Joel Coen, Ethan Coen","Robert Ramsey, Matthew Stone","George Clooney, Catherine Zeta-Jones, Geoffrey Rush, Cedric the Entertainer, Edward Herrmann, Paul Adelstein, Richard Jenkins, Billy Bob Thornton, Julia Duffy, Jonathan Hadary, Tom Aldredge, Stacey Travis, Jack Kyle, Irwin Keyes, Judith Drake","George Clooney","George Clooney, Catherine Zeta-Jones","A beautiful gold digger matches wits with a shrewd Beverly Hills divorce lawyer who is increasingly attracted to her.","A beautiful gold digger matches",6.2,89972,35.327628,120.801243,335,60,60.801243
"tt0139654","Training Day","Training Day",2001,"2001-11-16","Crime, Drama, Thriller",122,"USA","English","Russian","Spanish","Antoine Fuqua","David Ayer","Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger, Harris Yulin, Raymond J. Barry, Cliff Curtis, Dr. Dre, Snoop Dogg, Macy Gray, Charlotte Ayanna, Eva Mendes, Nick Chinlund, Jaime Gomez, Raymond Cruz","Denzel Washington","Denzel Washington, Ethan Hawke","A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.","A rookie cop spends his first",7.7,381509,76.631907,104.876233,712,45,59.876233
"tt0141926","U-571","U-571",2000,"2000-10-06","Action, War",116,"France, USA, Italy","English","German","","Jonathan Mostow","Jonathan Mostow, Jonathan Mostow","Matthew McConaughey, Bill Paxton, Harvey Keitel, Jon Bon Jovi, David Keith, Thomas Kretschmann, Jake Weber, Jack Noseworthy, Tom Guiry, Will Estes, Terrence 'T.C.' Carson, Erik Palladino, Dave Power, Derk Cheetwood, Matthew Settle","Matthew McConaughey","Matthew McConaughey","A German submarine is boarded by disguised American submariners trying to capture their Enigma cipher machine.","A German submarine is boarded",6.6,75749,77.122415,127.666415,637,62,65.666415
"tt0144084","American Psycho","American Psycho",2000,"2001-05-25","Comedy, Crime, Drama",101,"USA, Canada","English","Spanish","Cantonese","Mary Harron","Bret Easton Ellis, Mary Harron","Christian Bale, Justin Theroux, Josh Lucas, Bill Sage, Chloë Sevigny, Reese Witherspoon, Samantha Mathis, Matt Ross, Jared Leto, Willem Dafoe, Cara Seymour, Guinevere Turner, Stephen Bogaert, Monika Meier, Reg E. Cathey","Christian Bale","Christian Bale, Justin Theroux","A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.","A wealthy New York City investment",7.6,473137,15.070285,34.266564,1267,7,27.266564
"tt0145487","Spider-Man","Spider-Man",2002,"2002-06-07","Action, Adventure, Sci-Fi",121,"USA","English","","","Sam Raimi","Stan Lee, Steve Ditko","Tobey Maguire, Willem Dafoe, Kirsten Dunst, James Franco, Cliff Robertson, Rosemary Harris, J.K. Simmons, Joe Manganiello, Gerry Becker, Bill Nunn, Jack Betts, Stanley Anderson, Ron Perkins, Michael Papajohn, K.K. Dodds","Tobey Maguire","Tobey Maguire, Willem Dafoe","When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.","When bitten by a genetically modified",7.3,675212,407.02286,825.025036,2130,139,686.025036
"tt0146882","Alta fedeltà","High Fidelity",2000,"2000-07-07","Comedy, Drama, Music",113,"UK, USA","English","Danish","","Stephen Frears","Nick Hornby, D.V. DeVincentis","John Cusack, Iben Hjejle, Todd Louiso, Jack Black, Lisa Bonet, Catherine Zeta-Jones, Joan Cusack, Tim Robbins, Chris Rehmann, Ben Carr, Lili Taylor, Joelle Carter, Natasha Gregson Wagner, Shannon Stillo, Drake Bell","John Cusack","John Cusack, Iben Hjejle","Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress.","Rob, a record store owner and",7.5,165533,27.287137,47.126295,628,30,17.126295
"tt0156812","Il mio cane Skip","My Dog Skip",2000,"2000-08-25","Comedy, Drama, Family",95,"USA","English","German","","Jay Russell","Willie Morris, Gail Gilchriest","Luke Wilson, Frankie Muniz, Kevin Bacon, Diane Lane, Mark Beech, Susan Carol Davis, David Pickens, Bradley Coryell, Daylan Honeycutt, Cody Linley, Lucile Doan Ewing, Polly Craig, John Stiritz, Enzo, Moose","Luke Wilson","Luke Wilson, Frankie Muniz","A shy boy grows up in 1940s Mississippi with the help of his beloved dog, Skip.","A shy boy grows up in 1940s Mississippi",7,19069,34.134641,35.547761,150,6,29.547761
"tt0159273","Behind Enemy Lines - Dietro le linee nemiche","Behind Enemy Lines",2001,"2002-01-11","Action, Drama, Thriller",106,"USA","English","Serbo-Croatian","Spanish","John Moore","Jim Thomas, John Thomas","Owen Wilson, Gene Hackman, Gabriel Macht, Charles Malik Whitfield, Joaquim de Almeida, David Keith, Olek Krupa, Vladimir Mashkov, Marko Igonda, Eyal Podell, Geoff Pierson, Aernout Van Lynden, Sam Jaeger, Shane Johnson, Don Winston","Owen Wilson","Owen Wilson, Gene Hackman","A Navy navigator is shot down over enemy territory and is ruthlessly pursued by a secret police enforcer and the opposing troops. Meanwhile his commanding officer goes against orders in an attempt to rescue him.","A Navy navigator is shot down",6.4,97575,58.85679,91.753202,437,40,51.753202
"tt0159365","Ritorno a Cold Mountain","Cold Mountain",2003,"2004-02-13","Adventure, Drama, History",154,"USA, Italy, Romania","English","","","Anthony Minghella","Charles Frazier, Anthony Minghella","Jude Law, Nicole Kidman, Renée Zellweger, Eileen Atkins, Brendan Gleeson, Philip Seymour Hoffman, Natalie Portman, Giovanni Ribisi, Donald Sutherland, Ray Winstone, Kathy Baker, James Gammon, Charlie Hunnam, Jack White, Ethan Suplee","Jude Law","Jude Law, Nicole Kidman","In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart.","In the waning days of the American",7.2,138013,95.636509,173.013509,697,79,94.013509
"tt0161081","Le verità nascoste","What Lies Beneath",2000,"2000-12-15","Drama, Fantasy, Horror",130,"USA","English","","","Robert Zemeckis","Clark Gregg, Sarah Kernochan","Michelle Pfeiffer, Katharine Towne, Miranda Otto, James Remar, Harrison Ford, Victoria Bidewell, Diana Scarwid, Dennison Samaroo, Jennifer Tung, Eliott Goretsky, Rachel Singer, Daniel Zelman, Ray Baker, Wendy Crewson, Amber Valletta","Michelle Pfeiffer","Michelle Pfeiffer, Katharine Towne","The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.","The wife of a university research",6.6,116054,155.464351,291.420351,704,100,191.420351
"tt0162222","Cast Away","Cast Away",2000,"2001-01-12","Adventure, Drama, Romance",143,"USA","English","Russian","","Robert Zemeckis","William Broyles Jr.","Paul Sanchez, Lari White, Leonid Citer, David Allen Brooks, Yelena Popovic, Valentina Ananina, Semion Sudarikov, Tom Hanks, Peter Von Berg, Dmitri S. Boudrine, François Duhamel, Michael Forest, Viveka Davis, Nick Searcy, Jennifer Choe","Paul Sanchez","Paul Sanchez, Lari White","A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.","A FedEx executive undergoes a",7.8,510788,233.632142,429.632142,1184,90,339.632142
"tt0163978","The Beach","The Beach",2000,"2000-02-25","Adventure, Drama, Romance",119,"USA, UK","English","French","Swedish","Danny Boyle","John Hodge, Alex Garland","Leonardo DiCaprio, Daniel York, Patcharawan Patarakijjanon, Virginie Ledoyen, Guillaume Canet, Robert Carlyle, Somboon Phutaroth, Weeratham 'Norman' Wichairaksakui, Sahajak Boonthanakit, Peter Youngblood Hills, Jerry Swindall, Krongthong Thampradith, Apichart Chusakul, Sanya 'Gai' Cheunjit, Kaneung 'Nueng' Kenia","Leonardo DiCaprio","Leonardo DiCaprio, Daniel York","Vicenarian Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss. Excited and intrigued, he sets out to find it.","Vicenarian Richard travels to",6.7,219346,39.785027,144.056873,590,50,94.056873
"tt0164184","Al vertice della tensione","The Sum of All Fears",2002,"2002-08-30","Action, Drama, Thriller",124,"USA, Germany, Canada","English","Russian","Ukrainian","Phil Alden Robinson","Tom Clancy, Paul Attanasio","Ian Mongrain, Russell Bobbitt, James Cromwell, Ken Jenkins, Bruce McGill, John Beasley, Morgan Freeman, Philip Baker Hall, Al Vandecruys, Richard Cohee, Philip Pretten, Alison Darcy, Richard Marner, Ostap Soroka, Robert Martin Robinson","Ian Mongrain","Ian Mongrain, Russell Bobbitt","CIA analyst Jack Ryan must stop the plans of a Neo-Nazi faction that threatens to induce a catastrophic conflict between the United States and Russia's President by detonating a nuclear weapon at a football game in Baltimore, Maryland.","CIA analyst Jack Ryan must stop",6.4,101506,118.907036,193.921372,572,68,125.921372
"tt0164334","Nella morsa del ragno","Along Came a Spider",2001,"2001-10-26","Drama, Thriller",104,"USA, Germany, Canada","English","Russian","","Lee Tamahori","James Patterson, Marc Moss","Morgan Freeman, Monica Potter, Michael Wincott, Dylan Baker, Mika Boorem, Anton Yelchin, Kim Hawthorne, Jay O. Sanders, Billy Burke, Michael Moriarty, Penelope Ann Miller, Anna Maria Horsford, Scott Heindl, Christopher Shyer, Jill Teed","Morgan Freeman","Morgan Freeman, Monica Potter","When a congressman's daughter under Secret Service protection is kidnapped from a private school, detective Alex Cross investigates the case even though he's recovering from the loss of his partner.","When a congressman's daughter",6.4,74947,74.078174,105.178561,351,60,45.178561
"tt0165929","Romeo deve morire","Romeo Must Die",2000,"2000-07-21","Action, Crime, Thriller",115,"USA","English","Chinese","","Andrzej Bartkowiak","Mitchell Kapner, Eric Bernt","Jet Li, Aaliyah, Isaiah Washington, Russell Wong, Delroy Lindo, D.B. Woodside, Henry O, Jon Kit Lee, Edoardo Ballerini, Anthony Anderson, DMX, Matthew Harrison, Terry Chen, Derek Lowe, Ronin Wong","Jet Li","Jet Li, Aaliyah, Isaiah Washington","An avenging cop seeks out his brother's killer and falls for the daughter of a businessman who is involved in a money-deal with his father.","An avenging cop seeks out his",6.1,66018,55.973336,91.03676,374,25,66.03676
"tt0165982","Sinbad - La leggenda dei sette mari","Sinbad: Legend of the Seven Seas",2003,"2003-12-19","Animation, Adventure, Family",88,"USA","English","Cantonese","Italian","Patrick Gilmore, Tim Johnson","John Logan","Brad Pitt, Catherine Zeta-Jones, Michelle Pfeiffer, Joseph Fiennes, Dennis Haysbert, Timothy West, Adriano Giannini, Raman Hui, Chung Chan, Jim Cummings, Conrad Vernon, Andrew Birch, Chris Miller","Brad Pitt","Brad Pitt, Catherine Zeta-Jones","The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.","The sailor of legend is framed",6.7,48185,26.483452,80.773077,108,60,20.773077
"tt0166813","Spirit - Cavallo selvaggio","Spirit: Stallion of the Cimarron",2002,"2002-12-20","Animation, Adventure, Drama",83,"USA","English","","","Kelly Asbury, Lorna Cook","John Fusco, Michael Lucker","Matt Damon, James Cromwell, Daniel Studi, Chopper Bernet, Jeff LeBeau, John Rubano, Richard McGonagle, Matt Levin, Adam Paul, Robert Cait, Charles Napier, Meredith Wells, Zahn McClarnon, Michael Horse, Donald Fullilove","Matt Damon","Matt Damon, James Cromwell","A wild stallion is captured by humans and slowly loses the will to resist training, yet, throughout his struggles for freedom, the stallion refuses to let go of the hope of one day returning home to his herd.","A wild stallion is captured by",7.1,63449,73.280117,122.563539,253,80,42.563539
"tt0167190","Hellboy2004","Hellboy",2004,"2004-10-08","Action, Fantasy, Horror",122,"USA","English","Russian","","Guillermo del Toro","Guillermo del Toro, Guillermo del Toro","Ron Perlman, John Hurt, Selma Blair, Rupert Evans, Karel Roden, Jeffrey Tambor, Doug Jones, Brian Steele, Ladislav Beran, Biddy Hodson, Corey Johnson, Kevin Trainor, Brian Caspe, James Babson, Stephen Fisher","Ron Perlman","Ron Perlman, John Hurt","A demon, raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.","A demon, raised from infancy after",6.8,302680,59.623958,99.378985,652,66,33.378985
"tt0167260","Il Signore degli Anelli - Il ritorno del re","The Lord of the Rings: The Return of the King",2003,"2004-01-22","Action, Adventure, Drama",201,"New Zealand, USA","English","Quenya","Old English","Peter Jackson","J.R.R. Tolkien, Fran Walsh","Noel Appleby, Ali Astin, Sean Astin, David Aston, John Bach, Sean Bean, Cate Blanchett, Orlando Bloom, Billy Boyd, Sadwyn Brophy, Alistair Browning, Marton Csokas, Richard Edge, Jason Fitch, Bernard Hill","Noel Appleby","Noel Appleby, Ali Astin","Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.","Gandalf and Aragorn lead the World",8.9,1604280,377.845905,1142.271098,3718,94,1048.271098
"tt0167261","Il Signore degli Anelli - Le due torri","The Lord of the Rings: The Two Towers",2002,"2003-01-16","Action, Adventure, Drama",179,"New Zealand, USA","English","Sindarin","Old English","Peter Jackson","J.R.R. Tolkien, Fran Walsh","Bruce Allpress, Sean Astin, John Bach, Sala Baker, Cate Blanchett, Orlando Bloom, Billy Boyd, Jed Brophy, Sam Comery, Brad Dourif, Calum Gittins, Bernard Hill, Bruce Hopkins, Paris Howe Strewe, Christopher Lee","Bruce Allpress","Bruce Allpress, Sean Astin","While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.","While Frodo and Sam edge closer",8.7,1449778,342.551365,951.227416,2575,94,857.227416
"tt0168629","Dancer in the Dark","Dancer in the Dark",2000,"2000-10-18","Crime, Drama, Musical",140,"Denmark, Germany, Netherlands, Italy, USA, UK, France, Sweden, Finland, Iceland, Argentina, Norway, Taiwan, Belgium","English","German","Czech","Lars von Trier","Lars von Trier","Björk, Catherine Deneuve, David Morse, Peter Stormare, Joel Grey, Cara Seymour, Vladica Kostic, Jean-Marc Barr, Vincent Paterson, Siobhan Fallon Hogan, Zeljko Ivanek, Udo Kier, Jens Albinus, Reathel Bean, Mette Berggreen","Björk","Björk, Catherine Deneuve","An East European girl travels to the United States with her young son, expecting it to be like a Hollywood film.","An East European girl travels",8,100095,4.184036,40.031879,718,12.8,27.231879
"tt0170016","Il Grinch2000","How the Grinch Stole Christmas",2000,"2000-12-07","Comedy, Family, Fantasy",104,"USA, Germany","English","","","Ron Howard","Dr. Seuss, Jeffrey Price","Jim Carrey, Taylor Momsen, Kelley, Jeffrey Tambor, Christine Baranski, Bill Irwin, Molly Shannon, Clint Howard, Josh Ryan Evans, Mindy Sterling, Rachel Winfree, Rance Howard, Jeremy Howard, T.J. Thyne, Lacey Kohl","Jim Carrey","Jim Carrey, Taylor Momsen","On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town.","On the outskirts of Whoville lives",6.2,198436,260.044825,345.141403,570,123,222.141403
"tt0171433","Tentazioni d'amore","Keeping the Faith",2000,"2000-09-22","Comedy, Drama, Romance",128,"USA","English","Hebrew","Spanish","Edward Norton","Stuart Blumberg","Ben Stiller, Edward Norton, Jenna Elfman, Anne Bancroft, Eli Wallach, Ron Rifkin, Milos Forman, Holland Taylor, Lisa Edelstein, Rena Sofer, Ken Leung, Brian George, Catherine Lloyd Burns, Susie Essman, Stuart Blumberg","Ben Stiller","Ben Stiller, Edward Norton","Two friends, a priest and a rabbi, fall in love with the same woman they knew in their youth, but the religious position of both men denies them romance.","Two friends, a priest and a rabbi,",6.3,49326,37.04788,59.945183,262,29,30.945183
"tt0172156","Bad Boys II","Bad Boys II",2003,"2003-10-17","Action, Comedy, Crime",147,"USA","English","Spanish","Russian","Michael Bay","George Gallo, Marianne Wibberley","Martin Lawrence, Will Smith, Jordi Mollà, Gabrielle Union, Peter Stormare, Theresa Randle, Joe Pantoliano, Michael Shannon, Jon Seda, Yul Vazquez, Jason Manuel Olazabal, Otto Sanchez, Henry Rollins, Antoni Corone, Gary Nickens","Martin Lawrence","Martin Lawrence, Will Smith","Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.","Two loose-cannon narcotics cops",6.6,227621,138.608444,273.339556,565,130,143.339556
