"imdb_title_id","title","original_title","year","date_published","genre","duration","country","language_1","language_2","language_3","director","writer","actors","actors_1","actors_2","description","desc35","avg_vote","votes","usa_gross_income","worlwide_gross_income","reviews_from_users","budget","profit","success_rating_0_10","month_published","num_films","month"
"tt0035423","Kate & Leopold","Kate & Leopold",2001,"2002-03-01","Comedy",118,"USA","English","French","","James Mangold","Steven Rogers","Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer, Natasha Lyonne, Bradley Whitford, Paxton Whitehead, Spalding Gray, Josh Stamberg, Matthew Sussman, Charlotte Ayanna, Philip Bosco, Andrew Jack, Stan Tracy, Kristen Schaal","Meg Ryan"," Hugh Jackman","An English Duke from 1876 is inadvertedly dragged to modern day New York where he falls for a plucky advertising executive.","An English Duke from 1876 is inadvertedly",6.4,77852,47.122,76.019,341,48,28.019,0.537,"March",1,"03"
"tt0035423","Kate & Leopold","Kate & Leopold",2001,"2002-03-01","Fantasy",118,"USA","English","French","","James Mangold","Steven Rogers","Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer, Natasha Lyonne, Bradley Whitford, Paxton Whitehead, Spalding Gray, Josh Stamberg, Matthew Sussman, Charlotte Ayanna, Philip Bosco, Andrew Jack, Stan Tracy, Kristen Schaal","Meg Ryan"," Hugh Jackman","An English Duke from 1876 is inadvertedly dragged to modern day New York where he falls for a plucky advertising executive.","An English Duke from 1876 is inadvertedly",6.4,77852,47.122,76.019,341,48,28.019,0.537,"March",1,"03"
"tt0035423","Kate & Leopold","Kate & Leopold",2001,"2002-03-01","Romance",118,"USA","English","French","","James Mangold","Steven Rogers","Meg Ryan, Hugh Jackman, Liev Schreiber, Breckin Meyer, Natasha Lyonne, Bradley Whitford, Paxton Whitehead, Spalding Gray, Josh Stamberg, Matthew Sussman, Charlotte Ayanna, Philip Bosco, Andrew Jack, Stan Tracy, Kristen Schaal","Meg Ryan"," Hugh Jackman","An English Duke from 1876 is inadvertedly dragged to modern day New York where he falls for a plucky advertising executive.","An English Duke from 1876 is inadvertedly",6.4,77852,47.122,76.019,341,48,28.019,0.537,"March",1,"03"
"tt0120630","Galline in fuga","Chicken Run",2000,"2000-12-15","Animation",84,"UK","English","","","Peter Lord","Peter Lord","Phil Daniels, Lynn Ferguson, Mel Gibson, Tony Haygarth, Jane Horrocks, Miranda Richardson, Julia Sawalha, Timothy Spall, Imelda Staunton, Benjamin Whitrow","Phil Daniels"," Lynn Ferguson","When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners.","When a cockerel apparently flies",7,173987,106.835,224.835,393,45,179.835,1.714,"December",1,"12"
"tt0120630","Galline in fuga","Chicken Run",2000,"2000-12-15","Adventure",84,"UK","English","","","Peter Lord","Peter Lord","Phil Daniels, Lynn Ferguson, Mel Gibson, Tony Haygarth, Jane Horrocks, Miranda Richardson, Julia Sawalha, Timothy Spall, Imelda Staunton, Benjamin Whitrow","Phil Daniels"," Lynn Ferguson","When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners.","When a cockerel apparently flies",7,173987,106.835,224.835,393,45,179.835,1.714,"December",1,"12"
"tt0120630","Galline in fuga","Chicken Run",2000,"2000-12-15","Comedy",84,"UK","English","","","Peter Lord","Peter Lord","Phil Daniels, Lynn Ferguson, Mel Gibson, Tony Haygarth, Jane Horrocks, Miranda Richardson, Julia Sawalha, Timothy Spall, Imelda Staunton, Benjamin Whitrow","Phil Daniels"," Lynn Ferguson","When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners.","When a cockerel apparently flies",7,173987,106.835,224.835,393,45,179.835,1.714,"December",1,"12"
"tt0120679","Frida","Frida",2002,"2003-01-17","Biography",123,"Mexico","English","French","Russian","Julie Taymor","Hayden Herrera","Salma Hayek, Mía Maestro, Amelia Zapata, Alejandro Usigli, Diego Luna, Alfred Molina, Lucia Bravo, Valeria Golino, Patricia Reyes Spíndola, Loló Navarro, Roger Rees, Fermín Martínez, Roberto Medina, Ashley Judd, Antonio Banderas","Salma Hayek"," Mía Maestro","A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work","A biography of artist Frida Kahlo,",7.4,79690,25.885,56.298,297,12,44.298,1.663,"January",1,"01"
"tt0120679","Frida","Frida",2002,"2003-01-17","Drama",123,"Mexico","English","French","Russian","Julie Taymor","Hayden Herrera","Salma Hayek, Mía Maestro, Amelia Zapata, Alejandro Usigli, Diego Luna, Alfred Molina, Lucia Bravo, Valeria Golino, Patricia Reyes Spíndola, Loló Navarro, Roger Rees, Fermín Martínez, Roberto Medina, Ashley Judd, Antonio Banderas","Salma Hayek"," Mía Maestro","A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work","A biography of artist Frida Kahlo,",7.4,79690,25.885,56.298,297,12,44.298,1.663,"January",1,"01"
"tt0120679","Frida","Frida",2002,"2003-01-17","Romance",123,"Mexico","English","French","Russian","Julie Taymor","Hayden Herrera","Salma Hayek, Mía Maestro, Amelia Zapata, Alejandro Usigli, Diego Luna, Alfred Molina, Lucia Bravo, Valeria Golino, Patricia Reyes Spíndola, Loló Navarro, Roger Rees, Fermín Martínez, Roberto Medina, Ashley Judd, Antonio Banderas","Salma Hayek"," Mía Maestro","A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work","A biography of artist Frida Kahlo,",7.4,79690,25.885,56.298,297,12,44.298,1.663,"January",1,"01"
"tt0120681","La vera storia di Jack lo Squartatore","From Hell",2001,"2001-12-21","Horror",122,"USA","English","","","Albert Hughes","Alan Moore","Johnny Depp, Heather Graham, Ian Holm, Robbie Coltrane, Ian Richardson, Jason Flemyng, Katrin Cartlidge, Terence Harvey, Susan Lynch, Paul Rhys, Lesley Sharp, Estelle Skornik, Nicholas McGaughey, Annabelle Apsion, Joanna Page","Johnny Depp"," Heather Graham","In Victorian-era London, a troubled clairvoyant police detective investigates the murders of Jack the Ripper.","In Victorian-era London, a troubled",6.8,144714,31.603,74.558,556,35,39.558,1.097,"December",1,"12"
"tt0120681","La vera storia di Jack lo Squartatore","From Hell",2001,"2001-12-21","Mystery",122,"USA","English","","","Albert Hughes","Alan Moore","Johnny Depp, Heather Graham, Ian Holm, Robbie Coltrane, Ian Richardson, Jason Flemyng, Katrin Cartlidge, Terence Harvey, Susan Lynch, Paul Rhys, Lesley Sharp, Estelle Skornik, Nicholas McGaughey, Annabelle Apsion, Joanna Page","Johnny Depp"," Heather Graham","In Victorian-era London, a troubled clairvoyant police detective investigates the murders of Jack the Ripper.","In Victorian-era London, a troubled",6.8,144714,31.603,74.558,556,35,39.558,1.097,"December",1,"12"
"tt0120681","La vera storia di Jack lo Squartatore","From Hell",2001,"2001-12-21","Thriller",122,"USA","English","","","Albert Hughes","Alan Moore","Johnny Depp, Heather Graham, Ian Holm, Robbie Coltrane, Ian Richardson, Jason Flemyng, Katrin Cartlidge, Terence Harvey, Susan Lynch, Paul Rhys, Lesley Sharp, Estelle Skornik, Nicholas McGaughey, Annabelle Apsion, Joanna Page","Johnny Depp"," Heather Graham","In Victorian-era London, a troubled clairvoyant police detective investigates the murders of Jack the Ripper.","In Victorian-era London, a troubled",6.8,144714,31.603,74.558,556,35,39.558,1.097,"December",1,"12"
"tt0120737","Il Signore degli Anelli - La compagnia dell'Anello","The Lord of the Rings: The Fellowship of the Ring",2001,"2002-01-18","Action",178,"New Zealand","English","Sindarin","","Peter Jackson","J.R.R. Tolkien","Alan Howard, Noel Appleby, Sean Astin, Sala Baker, Sean Bean, Cate Blanchett, Orlando Bloom, Billy Boyd, Marton Csokas, Megan Edwards, Michael Elsworth, Mark Ferguson, Ian Holm, Christopher Lee, Lawrence Makoare","Alan Howard"," Noel Appleby","A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.","A meek Hobbit from the Shire and",8.8,1619920,315.545,887.934,5392,93,794.934,7.342,"January",1,"01"
"tt0120737","Il Signore degli Anelli - La compagnia dell'Anello","The Lord of the Rings: The Fellowship of the Ring",2001,"2002-01-18","Adventure",178,"New Zealand","English","Sindarin","","Peter Jackson","J.R.R. Tolkien","Alan Howard, Noel Appleby, Sean Astin, Sala Baker, Sean Bean, Cate Blanchett, Orlando Bloom, Billy Boyd, Marton Csokas, Megan Edwards, Michael Elsworth, Mark Ferguson, Ian Holm, Christopher Lee, Lawrence Makoare","Alan Howard"," Noel Appleby","A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.","A meek Hobbit from the Shire and",8.8,1619920,315.545,887.934,5392,93,794.934,7.342,"January",1,"01"
"tt0120737","Il Signore degli Anelli - La compagnia dell'Anello","The Lord of the Rings: The Fellowship of the Ring",2001,"2002-01-18","Drama",178,"New Zealand","English","Sindarin","","Peter Jackson","J.R.R. Tolkien","Alan Howard, Noel Appleby, Sean Astin, Sala Baker, Sean Bean, Cate Blanchett, Orlando Bloom, Billy Boyd, Marton Csokas, Megan Edwards, Michael Elsworth, Mark Ferguson, Ian Holm, Christopher Lee, Lawrence Makoare","Alan Howard"," Noel Appleby","A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.","A meek Hobbit from the Shire and",8.8,1619920,315.545,887.934,5392,93,794.934,7.342,"January",1,"01"
"tt0120755","Mission: Impossible II","Mission: Impossible II",2000,"2000-07-07","Action",123,"USA","English","","","John Woo","Bruce Geller","Tom Cruise, Dougray Scott, Thandie Newton, Ving Rhames, Richard Roxburgh, John Polson, Brendan Gleeson, Rade Serbedzija, William Mapother, Dominic Purcell, Mathew Wilkinson, Nicholas Bell, Cristina Brogeras, Kee Chan, Kim Fleming","Tom Cruise"," Dougray Scott","IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera"".","IMF agent Ethan Hunt is sent to",6.1,308586,215.41,546.388,1501,125,421.388,1.555,"July",1,"07"
"tt0120755","Mission: Impossible II","Mission: Impossible II",2000,"2000-07-07","Adventure",123,"USA","English","","","John Woo","Bruce Geller","Tom Cruise, Dougray Scott, Thandie Newton, Ving Rhames, Richard Roxburgh, John Polson, Brendan Gleeson, Rade Serbedzija, William Mapother, Dominic Purcell, Mathew Wilkinson, Nicholas Bell, Cristina Brogeras, Kee Chan, Kim Fleming","Tom Cruise"," Dougray Scott","IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera"".","IMF agent Ethan Hunt is sent to",6.1,308586,215.41,546.388,1501,125,421.388,1.555,"July",1,"07"
"tt0120755","Mission: Impossible II","Mission: Impossible II",2000,"2000-07-07","Thriller",123,"USA","English","","","John Woo","Bruce Geller","Tom Cruise, Dougray Scott, Thandie Newton, Ving Rhames, Richard Roxburgh, John Polson, Brendan Gleeson, Rade Serbedzija, William Mapother, Dominic Purcell, Mathew Wilkinson, Nicholas Bell, Cristina Brogeras, Kee Chan, Kim Fleming","Tom Cruise"," Dougray Scott","IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera"".","IMF agent Ethan Hunt is sent to",6.1,308586,215.41,546.388,1501,125,421.388,1.555,"July",1,"07"
"tt0120804","Resident Evil","Resident Evil",2002,"2002-07-05","Action",100,"UK","English","","","Paul W.S. Anderson","Paul W.S. Anderson","Ryan McCluskey, Oscar Pearce, Indra Ové, Anna Bolt, Joseph May, Robert Tannion, Heike Makatsch, Jaymes Butler, Stephen Billington, Fiona Glascott, Milla Jovovich, Eric Mabius, Colin Salmon, Martin Crewes, Pasquale Aleardi","Ryan McCluskey"," Oscar Pearce","A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.","A special military unit fights",6.7,243241,40.12,102.985,1178,33,69.985,1.21,"July",1,"07"
"tt0120804","Resident Evil","Resident Evil",2002,"2002-07-05","Horror",100,"UK","English","","","Paul W.S. Anderson","Paul W.S. Anderson","Ryan McCluskey, Oscar Pearce, Indra Ové, Anna Bolt, Joseph May, Robert Tannion, Heike Makatsch, Jaymes Butler, Stephen Billington, Fiona Glascott, Milla Jovovich, Eric Mabius, Colin Salmon, Martin Crewes, Pasquale Aleardi","Ryan McCluskey"," Oscar Pearce","A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.","A special military unit fights",6.7,243241,40.12,102.985,1178,33,69.985,1.21,"July",1,"07"
"tt0120804","Resident Evil","Resident Evil",2002,"2002-07-05","Sci-Fi",100,"UK","English","","","Paul W.S. Anderson","Paul W.S. Anderson","Ryan McCluskey, Oscar Pearce, Indra Ové, Anna Bolt, Joseph May, Robert Tannion, Heike Makatsch, Jaymes Butler, Stephen Billington, Fiona Glascott, Milla Jovovich, Eric Mabius, Colin Salmon, Martin Crewes, Pasquale Aleardi","Ryan McCluskey"," Oscar Pearce","A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.","A special military unit fights",6.7,243241,40.12,102.985,1178,33,69.985,1.21,"July",1,"07"
"tt0120903","X-Men","X-Men",2000,"2000-10-27","Action",104,"USA","English","","","Bryan Singer","Tom DeSanto","Hugh Jackman, Patrick Stewart, Ian McKellen, Famke Janssen, James Marsden, Halle Berry, Anna Paquin, Tyler Mane, Ray Park, Rebecca Romijn, Bruce Davison, Matthew Sharp, Brett Morris, Rhona Shekter, Kenneth McGregor","Hugh Jackman"," Patrick Stewart","In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.","In a world where mutants (evolved",7.4,562022,157.3,296.34,1448,75,221.34,2.819,"October",1,"10"
"tt0120903","X-Men","X-Men",2000,"2000-10-27","Adventure",104,"USA","English","","","Bryan Singer","Tom DeSanto","Hugh Jackman, Patrick Stewart, Ian McKellen, Famke Janssen, James Marsden, Halle Berry, Anna Paquin, Tyler Mane, Ray Park, Rebecca Romijn, Bruce Davison, Matthew Sharp, Brett Morris, Rhona Shekter, Kenneth McGregor","Hugh Jackman"," Patrick Stewart","In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.","In a world where mutants (evolved",7.4,562022,157.3,296.34,1448,75,221.34,2.819,"October",1,"10"
"tt0120903","X-Men","X-Men",2000,"2000-10-27","Sci-Fi",104,"USA","English","","","Bryan Singer","Tom DeSanto","Hugh Jackman, Patrick Stewart, Ian McKellen, Famke Janssen, James Marsden, Halle Berry, Anna Paquin, Tyler Mane, Ray Park, Rebecca Romijn, Bruce Davison, Matthew Sharp, Brett Morris, Rhona Shekter, Kenneth McGregor","Hugh Jackman"," Patrick Stewart","In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.","In a world where mutants (evolved",7.4,562022,157.3,296.34,1448,75,221.34,2.819,"October",1,"10"
"tt0120912","Men in Black II","Men in Black II",2002,"2002-09-13","Action",88,"USA","English","","","Barry Sonnenfeld","Lowell Cunningham","Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle, Johnny Knoxville, Rosario Dawson, Tony Shalhoub, Patrick Warburton, Jack Kehler, David Cross, Colombe Jacobsen-Derstine, Peter Spellos, Michael Rivkin, Michael Bailey Smith, Lenny Venito","Tommy Lee Jones"," Will Smith","Agent J is sent to find Agent K and restore his memory after the re-appearance of a case from K's past.","Agent J is sent to find Agent",6.2,337088,193.735,445.135,650,140,305.135,1.408,"September",1,"09"
"tt0120912","Men in Black II","Men in Black II",2002,"2002-09-13","Adventure",88,"USA","English","","","Barry Sonnenfeld","Lowell Cunningham","Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle, Johnny Knoxville, Rosario Dawson, Tony Shalhoub, Patrick Warburton, Jack Kehler, David Cross, Colombe Jacobsen-Derstine, Peter Spellos, Michael Rivkin, Michael Bailey Smith, Lenny Venito","Tommy Lee Jones"," Will Smith","Agent J is sent to find Agent K and restore his memory after the re-appearance of a case from K's past.","Agent J is sent to find Agent",6.2,337088,193.735,445.135,650,140,305.135,1.408,"September",1,"09"
"tt0120912","Men in Black II","Men in Black II",2002,"2002-09-13","Comedy",88,"USA","English","","","Barry Sonnenfeld","Lowell Cunningham","Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle, Johnny Knoxville, Rosario Dawson, Tony Shalhoub, Patrick Warburton, Jack Kehler, David Cross, Colombe Jacobsen-Derstine, Peter Spellos, Michael Rivkin, Michael Bailey Smith, Lenny Venito","Tommy Lee Jones"," Will Smith","Agent J is sent to find Agent K and restore his memory after the re-appearance of a case from K's past.","Agent J is sent to find Agent",6.2,337088,193.735,445.135,650,140,305.135,1.408,"September",1,"09"
"tt0120917","Le follie dell'imperatore","The Emperor's New Groove",2000,"2001-04-06","Animation",78,"USA","English","","","Mark Dindal","Chris Williams","David Spade, John Goodman, Eartha Kitt, Patrick Warburton, Wendie Malick, Kellyann Kelso, Eli Russell Linnetz, Stephen J. Anderson, Bob Bergen, Rodger Bumpass, Robert Clotworthy, Jennifer Darling, Patti Deutsch, John Fiedler, Miriam Flynn","David Spade"," John Goodman","Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.","Emperor Kuzco is turned into a",7.3,175207,89.303,169.328,330,100,69.328,1.758,"April",1,"04"
"tt0120917","Le follie dell'imperatore","The Emperor's New Groove",2000,"2001-04-06","Adventure",78,"USA","English","","","Mark Dindal","Chris Williams","David Spade, John Goodman, Eartha Kitt, Patrick Warburton, Wendie Malick, Kellyann Kelso, Eli Russell Linnetz, Stephen J. Anderson, Bob Bergen, Rodger Bumpass, Robert Clotworthy, Jennifer Darling, Patti Deutsch, John Fiedler, Miriam Flynn","David Spade"," John Goodman","Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.","Emperor Kuzco is turned into a",7.3,175207,89.303,169.328,330,100,69.328,1.758,"April",1,"04"
"tt0120917","Le follie dell'imperatore","The Emperor's New Groove",2000,"2001-04-06","Comedy",78,"USA","English","","","Mark Dindal","Chris Williams","David Spade, John Goodman, Eartha Kitt, Patrick Warburton, Wendie Malick, Kellyann Kelso, Eli Russell Linnetz, Stephen J. Anderson, Bob Bergen, Rodger Bumpass, Robert Clotworthy, Jennifer Darling, Patti Deutsch, John Fiedler, Miriam Flynn","David Spade"," John Goodman","Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.","Emperor Kuzco is turned into a",7.3,175207,89.303,169.328,330,100,69.328,1.758,"April",1,"04"
"tt0121164","La sposa cadavere","Corpse Bride",2005,"2005-10-28","Animation",77,"USA","English","","","Tim Burton","Tim Burton","Johnny Depp, Helena Bonham Carter, Emily Watson, Tracey Ullman, Paul Whitehouse, Joanna Lumley, Albert Finney, Richard E. Grant, Christopher Lee, Michael Gough, Jane Horrocks, Enn Reitel, Deep Roy, Danny Elfman, Stephen Ballantyne","Johnny Depp"," Helena Bonham Carter","When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.","When a shy groom practices his",7.3,237421,53.359,118.091,525,40,78.091,1.871,"October",1,"10"
"tt0121164","La sposa cadavere","Corpse Bride",2005,"2005-10-28","Drama",77,"USA","English","","","Tim Burton","Tim Burton","Johnny Depp, Helena Bonham Carter, Emily Watson, Tracey Ullman, Paul Whitehouse, Joanna Lumley, Albert Finney, Richard E. Grant, Christopher Lee, Michael Gough, Jane Horrocks, Enn Reitel, Deep Roy, Danny Elfman, Stephen Ballantyne","Johnny Depp"," Helena Bonham Carter","When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.","When a shy groom practices his",7.3,237421,53.359,118.091,525,40,78.091,1.871,"October",1,"10"
"tt0121164","La sposa cadavere","Corpse Bride",2005,"2005-10-28","Family",77,"USA","English","","","Tim Burton","Tim Burton","Johnny Depp, Helena Bonham Carter, Emily Watson, Tracey Ullman, Paul Whitehouse, Joanna Lumley, Albert Finney, Richard E. Grant, Christopher Lee, Michael Gough, Jane Horrocks, Enn Reitel, Deep Roy, Danny Elfman, Stephen Ballantyne","Johnny Depp"," Helena Bonham Carter","When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her.","When a shy groom practices his",7.3,237421,53.359,118.091,525,40,78.091,1.871,"October",1,"10"
"tt0121765","Star Wars: Episodio II - L'attacco dei cloni","Star Wars: Episode II - Attack of the Clones",2002,"2002-05-16","Action",142,"USA","English","","","George Lucas","George Lucas","Ewan McGregor, Natalie Portman, Hayden Christensen, Christopher Lee, Samuel L. Jackson, Frank Oz, Ian McDiarmid, Pernilla August, Temuera Morrison, Jimmy Smits, Jack Thompson, Leeanna Walsman, Ahmed Best, Rose Byrne, Oliver Ford Davies","Ewan McGregor"," Natalie Portman","Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi.","Ten years after initially meeting,",6.5,625761,310.677,653.78,3660,115,538.78,2.751,"May",1,"05"
"tt0121765","Star Wars: Episodio II - L'attacco dei cloni","Star Wars: Episode II - Attack of the Clones",2002,"2002-05-16","Adventure",142,"USA","English","","","George Lucas","George Lucas","Ewan McGregor, Natalie Portman, Hayden Christensen, Christopher Lee, Samuel L. Jackson, Frank Oz, Ian McDiarmid, Pernilla August, Temuera Morrison, Jimmy Smits, Jack Thompson, Leeanna Walsman, Ahmed Best, Rose Byrne, Oliver Ford Davies","Ewan McGregor"," Natalie Portman","Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi.","Ten years after initially meeting,",6.5,625761,310.677,653.78,3660,115,538.78,2.751,"May",1,"05"
"tt0121765","Star Wars: Episodio II - L'attacco dei cloni","Star Wars: Episode II - Attack of the Clones",2002,"2002-05-16","Fantasy",142,"USA","English","","","George Lucas","George Lucas","Ewan McGregor, Natalie Portman, Hayden Christensen, Christopher Lee, Samuel L. Jackson, Frank Oz, Ian McDiarmid, Pernilla August, Temuera Morrison, Jimmy Smits, Jack Thompson, Leeanna Walsman, Ahmed Best, Rose Byrne, Oliver Ford Davies","Ewan McGregor"," Natalie Portman","Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi.","Ten years after initially meeting,",6.5,625761,310.677,653.78,3660,115,538.78,2.751,"May",1,"05"
"tt0121766","Star Wars: Episodio III - La vendetta dei Sith","Star Wars: Episode III - Revenge of the Sith",2005,"2005-05-20","Action",140,"USA","English","","","George Lucas","George Lucas","Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Samuel L. Jackson, Jimmy Smits, Frank Oz, Anthony Daniels, Christopher Lee, Keisha Castle-Hughes, Silas Carson, Jay Laga'aia, Bruce Spence, Wayne Pygram, Temuera Morrison","Ewan McGregor"," Natalie Portman","Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy.","Three years into the Clone Wars,",7.5,694239,380.271,868.391,3569,113,755.391,4.485,"May",1,"05"
"tt0121766","Star Wars: Episodio III - La vendetta dei Sith","Star Wars: Episode III - Revenge of the Sith",2005,"2005-05-20","Adventure",140,"USA","English","","","George Lucas","George Lucas","Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Samuel L. Jackson, Jimmy Smits, Frank Oz, Anthony Daniels, Christopher Lee, Keisha Castle-Hughes, Silas Carson, Jay Laga'aia, Bruce Spence, Wayne Pygram, Temuera Morrison","Ewan McGregor"," Natalie Portman","Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy.","Three years into the Clone Wars,",7.5,694239,380.271,868.391,3569,113,755.391,4.485,"May",1,"05"
"tt0121766","Star Wars: Episodio III - La vendetta dei Sith","Star Wars: Episode III - Revenge of the Sith",2005,"2005-05-20","Fantasy",140,"USA","English","","","George Lucas","George Lucas","Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Samuel L. Jackson, Jimmy Smits, Frank Oz, Anthony Daniels, Christopher Lee, Keisha Castle-Hughes, Silas Carson, Jay Laga'aia, Bruce Spence, Wayne Pygram, Temuera Morrison","Ewan McGregor"," Natalie Portman","Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy.","Three years into the Clone Wars,",7.5,694239,380.271,868.391,3569,113,755.391,4.485,"May",1,"05"
"tt0125022","Heartbreakers - Vizio di famiglia","Heartbreakers",2001,"2001-08-31","Comedy",123,"USA","English","Russian","","David Mirkin","Robert Dunn","Sigourney Weaver, Jennifer Love Hewitt, Ray Liotta, Jason Lee, Anne Bancroft, Jeffrey Jones, Gene Hackman, Nora Dunn, Julio Oscar Mechoso, Ricky Jay, Sarah Silverman, Zach Galifianakis, Michael Hitchcock, Pierre Gonneau, Shawn Colvin","Sigourney Weaver"," Jennifer Love Hewitt","A mother and daughter con team seduce and scam wealthy men.","A mother and daughter con team",6.2,50857,40.337,57.756,223,35,22.756,0.268,"August",1,"08"
"tt0125022","Heartbreakers - Vizio di famiglia","Heartbreakers",2001,"2001-08-31","Crime",123,"USA","English","Russian","","David Mirkin","Robert Dunn","Sigourney Weaver, Jennifer Love Hewitt, Ray Liotta, Jason Lee, Anne Bancroft, Jeffrey Jones, Gene Hackman, Nora Dunn, Julio Oscar Mechoso, Ricky Jay, Sarah Silverman, Zach Galifianakis, Michael Hitchcock, Pierre Gonneau, Shawn Colvin","Sigourney Weaver"," Jennifer Love Hewitt","A mother and daughter con team seduce and scam wealthy men.","A mother and daughter con team",6.2,50857,40.337,57.756,223,35,22.756,0.268,"August",1,"08"
"tt0125022","Heartbreakers - Vizio di famiglia","Heartbreakers",2001,"2001-08-31","Romance",123,"USA","English","Russian","","David Mirkin","Robert Dunn","Sigourney Weaver, Jennifer Love Hewitt, Ray Liotta, Jason Lee, Anne Bancroft, Jeffrey Jones, Gene Hackman, Nora Dunn, Julio Oscar Mechoso, Ricky Jay, Sarah Silverman, Zach Galifianakis, Michael Hitchcock, Pierre Gonneau, Shawn Colvin","Sigourney Weaver"," Jennifer Love Hewitt","A mother and daughter con team seduce and scam wealthy men.","A mother and daughter con team",6.2,50857,40.337,57.756,223,35,22.756,0.268,"August",1,"08"
"tt0126029","Shrek","Shrek",2001,"2001-06-15","Animation",90,"USA","English","","","Andrew Adamson","William Steig","Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow, Vincent Cassel, Peter Dennis, Clive Pearse, Jim Cummings, Bobby Block, Chris Miller, Cody Cameron, Kathleen Freeman, Michael Galasso, Christopher Knights, Simon J. Smith","Mike Myers"," Eddie Murphy","A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.","A mean lord exiles fairytale creatures",7.8,600116,267.665,487.77,1071,60,427.77,3.835,"June",1,"06"
